INCIDENT_DATE,REG,FLT,OPID,AIRPORT_ID
2015-05-08 17:00:00,N441PH,,PHM,LS08
2015-05-08 17:30:00,N614FE,527,FDX,KIAH
2015-05-08 17:35:00,N710PS,,JIA,KLYH
2015-05-08 18:00:00,PP-OSM,,BUS,KTEB
2015-05-08 21:02:00,N838CS,,BUS,
2015-05-08 21:20:00,N215LP,,BUS,N87
2015-05-08 23:00:00,,636,SWA,KDAL
2015-05-08 23:25:00,N173UP,671,UPS,KSGF
2015-05-08 23:33:00,N110UW,1774,AAL,KDTW
2015-05-08 23:45:00,N366FE,1602,FDX,KIND
2015-05-08 23:59:00,,6468,SKW,KLNK
2015-05-08 23:59:00,N663FE,1246,FDX,KMEM
2015-05-09 00:00:00,,3889,AWI,KGSO
2015-05-09 00:00:00,,,,KDFW
2015-05-09 00:00:00,,,,KLGA
2015-05-09 00:00:00,,,,KEWR
2015-05-09 00:00:00,,,,KDFW
2015-05-09 00:00:00,,,,KMFE
2015-05-09 00:00:00,,,,KLGA
2015-05-09 00:00:00,N339NW,940,DAL,KLGA
2015-05-09 00:00:00,,,,KDAL
2015-05-09 00:00:00,,,,KMFE
2015-05-09 00:00:00,,,,KAPA
2015-05-09 00:00:00,,,,KCRP
2015-05-09 00:15:00,N217JC,124,SWA,KBWI
2015-05-09 00:30:00,N586FE,14,FDX,KMEM
2015-05-09 00:30:00,N10060,,FDX,KMEM
2015-05-09 04:15:00,N243LR,5558,ASH,KDSM
2015-05-09 06:10:00,N533NK,440,NKS,KCLE
2015-05-09 08:10:00,N939WN,1143,SWA,KBDL
2015-05-09 09:10:00,N214WN,2180,SWA,KMDW
2015-05-09 09:30:00,,3650,ENY,KOKC
2015-05-09 10:30:00,N653A,1541,AAL,KMIA
2015-05-09 10:44:00,N725UW,1991,AAL,KPHL
2015-05-09 10:45:00,N477AA,1356,AAL,KDFW
2015-05-09 11:16:00,N748SK,784G,SKW,KONT
2015-05-09 11:45:00,N463AW,3961,AWI,KCLT
2015-05-09 16:55:00,N830AW,896,AAL,KCLT
2015-05-09 17:24:00,,1013,AAL,KDFW
2015-05-09 17:57:00,N497WN,2761,SWA,KTPA
2015-05-09 18:16:00,N11535,4670,ASQ,KIAH
2015-05-09 20:37:00,,2179,DAL,KSMF
2015-05-09 21:45:00,N8302F,4033,SWA,KMHT
2015-05-09 22:00:00,N434WN,1664,SWA,KMSY
2015-05-10 00:00:00,,,,KTPA
2015-05-10 00:00:00,,,,KDAY
2015-05-10 00:00:00,,,,KDPA
2015-05-10 00:00:00,,,,KMKE
2015-05-10 00:00:00,,,,KOFP
2015-05-10 00:00:00,,,,U42
2015-05-10 00:00:00,,,,KBJC
2015-05-10 00:00:00,,,,KOKC
2015-05-10 00:00:00,,,,KMSP
2015-05-10 00:00:00,,441,DLH,KIAH
2015-05-10 00:00:00,,91,QXE,KPDX
2015-05-10 00:00:00,,368,NKS,KORD
2015-05-10 06:55:00,N871NN,1088,AAL,KLAS
2015-05-10 07:00:00,N570AE,420,FDX,KMSP
2015-05-10 07:46:00,N29717,1297,UAL,KCLE
2015-05-10 09:09:00,N995AT,,DAL,KORD
2015-05-10 10:15:00,,6069,ASQ,KDAY
2015-05-10 10:20:00,N481AA,1329,AAL,KDFW
2015-05-10 10:30:00,N362PH,4781,UCA,KIAD
2015-05-10 11:22:00,N37298,1417,UAL,KCLE
2015-05-10 12:00:00,N469AS,,ASA,KSEA
2015-05-10 12:15:00,N908XJ,,FLG,KLAN
2015-05-10 12:20:00,,5636,SKW,KMFR
2015-05-10 12:50:00,N823NN,2268,AAL,KDFW
2015-05-10 13:38:00,N373JB,2480,JBU,KEWR
2015-05-10 13:44:00,,1256,AAL,KDFW
2015-05-10 14:30:00,N7707C,3497,SWA,KMSY
2015-05-10 14:43:00,N657JB,431,JBU,KLGA
2015-05-10 16:36:00,,3474,SKW,KFAT
2015-05-10 21:15:00,N659SW,4366,SWA,KCHS
2015-05-10 21:30:00,N553AS,21,ASA,KSEA
2015-05-10 22:55:00,N527SW,533,SWA,KCRP
2015-05-10 23:00:00,N579JB,476,JBU,KPVD
2015-05-10 23:17:00,N809EX,4742,PDT,KSWF
2015-05-10 23:45:00,N767SK,6462,SKW,KSMF
2015-05-11 00:00:00,,,,KDFW
2015-05-11 00:00:00,,,,KFNL
2015-05-11 00:00:00,,,,KJFK
2015-05-11 00:00:00,,4366,ASQ,KBHM
2015-05-11 00:00:00,,,,KMGY
2015-05-11 00:00:00,,,,KMGY
2015-05-11 00:00:00,,,,KORD
2015-05-11 00:00:00,,,,KCLE
2015-05-11 00:00:00,,,,KORD
2015-05-11 00:00:00,,,,KPHX
2015-05-11 00:00:00,,,,KSLC
2015-05-11 00:00:00,,,,KSWO
2015-05-11 00:00:00,,,,PHOG
2015-05-11 00:00:00,,151,ASQ,KTRI
2015-05-11 00:00:00,,4834,SKW,KIAH
2015-05-11 00:00:00,,,,KMCI
2015-05-11 00:00:00,,,,KDFW
2015-05-11 07:00:00,,3405,SWA,KMKE
2015-05-11 07:01:00,N16918,4149,ASQ,KFNT
2015-05-11 07:35:00,,368,UAL,KBUF
2015-05-11 08:30:00,N668AW,413,AAL,KPHX
2015-05-11 10:15:00,N14219,1264,UAL,KEWR
2015-05-11 10:25:00,N635JB,5,JBU,KFLL
2015-05-11 11:00:00,,,MIL,KCAE
2015-05-11 11:10:00,N962WN,857,SWA,KSNA
2015-05-11 11:44:00,N87513,1649,UAL,KPDX
2015-05-11 15:25:00,N433LV,3326,SWA,KMSY
2015-05-11 15:47:00,N522SW,35,SWA,KHOU
2015-05-11 16:30:00,,5996,ASQ,KFNT
2015-05-11 18:20:00,N869NN,1602,AAL,KDCA
2015-05-11 21:15:00,N572UW,1854,AAL,KCLT
2015-05-11 21:28:00,N974FD,1372,FDX,KBNA
2015-05-11 21:30:00,N613SW,4907,SWA,KTPA
2015-05-11 21:35:00,N390SW,2259,SWA,KATL
2015-05-11 22:40:00,N723SW,1275,SWA,KBWI
2015-05-11 23:54:00,N171UP,703,UPS,KSDF
2015-05-11 23:59:00,,1212,AAL,KORD
2015-05-12 00:00:00,,,,KPHL
2015-05-12 00:00:00,,774,ASA,KTPA
2015-05-12 00:00:00,,,,KDFW
2015-05-12 00:00:00,,2804,UPS,KDEN
2015-05-12 00:00:00,,1307,DAL,KRIC
2015-05-12 00:00:00,N124GA,,BUS,KHRL
2015-05-12 00:00:00,,,,KDFW
2015-05-12 00:00:00,,,,KMFE
2015-05-12 00:00:00,,,,KDTW
2015-05-12 00:00:00,,,,KSLC
2015-05-12 00:00:00,,,,KPSM
2015-05-12 00:00:00,,,,KMSP
2015-05-12 00:00:00,,2679,ASQ,KGGG
2015-05-12 00:00:00,,,,KMDW
2015-05-12 00:00:00,,,,KMFE
2015-05-12 00:00:00,,,,KMDW
2015-05-12 00:00:00,,,,KMCO
2015-05-12 00:00:00,,,,KLAN
2015-05-12 00:00:00,,,,KDFW
2015-05-12 00:00:00,,,,KDFW
2015-05-12 00:00:00,,,,KDFW
2015-05-12 00:00:00,,5150,TCF,KPWM
2015-05-12 00:00:00,,,,KTWF
2015-05-12 00:00:00,,,,KROC
2015-05-12 00:05:00,N521FE,52,FDX,KMEM
2015-05-12 00:30:00,N307FE,1229,FDX,KMEM
2015-05-12 07:23:00,,8103,JZA,KIAH
2015-05-12 08:10:00,N219NV,2816,AAY,KPIE
2015-05-12 08:36:00,N369NW,1136,DAL,KSLC
2015-05-12 08:40:00,N39WP,,BUS,KCLE
2015-05-12 09:40:00,N699CT,,BUS,KEYW
2015-05-12 11:45:00,,733,ASA,KSEA
2015-05-12 11:57:00,N818UA,277,UAL,KIAH
2015-05-12 12:30:00,N117UH,,BUS,KISP
2015-05-12 12:35:00,N889AS,2747,SKW,KPHX
2015-05-12 13:45:00,N537UW,510,AAL,KPHX
2015-05-12 15:20:00,N537UW,510,AAL,KSMF
2015-05-12 16:00:00,N420MP,,BUS,KHTS
2015-05-12 18:00:00,N833NN,1256,AAL,KDFW
2015-05-12 18:37:00,N505AA,263,AAL,KDFW
2015-05-12 21:59:00,N715JB,514,JBU,KJFK
2015-05-12 22:00:00,N828JB,669,JBU,KSJC
2015-05-12 23:59:00,N419UP,1392,UPS,KJAN
2015-05-12 23:59:00,N452P,,PHM,
2015-05-13 00:00:00,,,,KDFW
2015-05-13 00:00:00,,,,KDFW
2015-05-13 00:00:00,,193,SWA,KMSY
2015-05-13 00:00:00,,,,KBOI
2015-05-13 00:00:00,,,,KCLT
2015-05-13 00:00:00,,,,KDAL
2015-05-13 00:00:00,,,,PHLI
2015-05-13 00:00:00,,,,KDEN
2015-05-13 00:00:00,,,,KDFW
2015-05-13 00:00:00,,,,KLIT
2015-05-13 00:00:00,N327EN,,BUS,KROA
2015-05-13 00:00:00,,,,KPSM
2015-05-13 00:00:00,,,,PGUM
2015-05-13 00:00:00,,,,KSTJ
2015-05-13 00:00:00,,1984,AMF,KOTH
2015-05-13 04:40:00,N286UP,662,UPS,KMCI
2015-05-13 04:50:00,N294UP,1482,UPS,KSDF
2015-05-13 07:20:00,N914AN,1195,AAL,KMIA
2015-05-13 08:03:00,N839UA,463,UAL,KLGA
2015-05-13 09:15:00,N508LX,3887,RPA,KDEN
2015-05-13 09:20:00,N75878,,PVT,KORL
2015-05-13 10:00:00,N541EA,3280,ENY,KLBB
2015-05-13 10:26:00,,3915,FLG,KGRB
2015-05-13 10:45:00,N639SF,,BUS,KACT
2015-05-13 10:57:00,N116AN,33,AAL,KLAX
2015-05-13 11:40:00,N525VA,719,VRD,KDAL
2015-05-13 12:00:00,N7735A,1097,SWA,KBWI
2015-05-13 12:40:00,,5036,JIA,KDSM
2015-05-13 12:43:00,N865RW,5145,TCF,KORD
2015-05-13 13:52:00,N934NN,1003,AAL,KDFW
2015-05-13 15:09:00,N518UA,758,UAL,KJFK
2015-05-13 15:33:00,,456,MKU,PHNL
2015-05-13 15:43:00,N754SW,1785,SWA,KDAL
2015-05-13 15:53:00,N790M,,BUS,KBKL
2015-05-13 17:00:00,,,,KCVG
2015-05-13 17:25:00,N247CA,1995,AMF,KYKM
2015-05-13 17:27:00,N121HQ,4604,RPA,KPVD
2015-05-13 17:30:00,N733FD,9050,FDX,KARA
2015-05-13 18:00:00,N441AL,,BUS,KBKL
2015-05-13 18:30:00,N7362X,,BUS,KCNO
2015-05-13 19:05:00,,,MIL,KPIA
2015-05-13 19:45:00,N904HD,,BUS,KPDK
2015-05-13 20:15:00,N922NN,193,AAL,KDFW
2015-05-13 20:15:00,N797CP,,BUS,KIAH
2015-05-13 20:30:00,N357NB,1395,DAL,KILM
2015-05-13 21:45:00,N394SW,775,SWA,KSTL
2015-05-13 22:10:00,,4639,RPA,KIND
2015-05-13 22:15:00,N782AN,945,AAL,KDFW
2015-05-13 23:15:00,N645SW,910,SWA,KPIT
2015-05-13 23:30:00,N948LR,5759,ASH,KHOU
2015-05-13 23:59:00,N356LL,,BUS,
2015-05-14 00:00:00,,,,PGUM
2015-05-14 00:00:00,,,,KBJC
2015-05-14 00:00:00,,3343,ENY,KCHA
2015-05-14 00:00:00,,,,KBWI
2015-05-14 00:00:00,,806,QXE,PAFA
2015-05-14 00:00:00,,595,NKS,KIAH
2015-05-14 00:00:00,N279WN,2243,SWA,KAUS
2015-05-14 00:00:00,,,,KTUL
2015-05-14 00:00:00,,,,KSUA
2015-05-14 00:00:00,,,,KORD
2015-05-14 00:00:00,,,,KORD
2015-05-14 00:00:00,,,,KMCO
2015-05-14 00:00:00,,,,KMAF
2015-05-14 00:00:00,,,,KLGA
2015-05-14 00:00:00,N74,,NHK,KPIA
2015-05-14 00:00:00,,,,KLAX
2015-05-14 00:00:00,,,,KDFW
2015-05-14 00:00:00,,,,KDFW
2015-05-14 00:00:00,,,,KDFW
2015-05-14 00:00:00,,,,KDFW
2015-05-14 00:00:00,,,,KDFW
2015-05-14 00:00:00,,,,KDEN
2015-05-14 00:00:00,,,,KEWR
2015-05-14 00:00:00,,,,KSFB
2015-05-14 00:00:00,,,,KORD
2015-05-14 00:00:00,,4647,RPA,KCHS
2015-05-14 00:00:00,N567AM,1685,AAL,KDFW
2015-05-14 00:00:00,,1258,AAL,KLAX
2015-05-14 00:01:00,N956FD,1664,FDX,KIND
2015-05-14 01:54:00,N655FE,1833,FDX,KMEM
2015-05-14 06:00:00,N255WN,2321,SWA,KCAK
2015-05-14 06:30:00,N570AA,1258,AAL,KLAX
2015-05-14 06:47:00,N9011P,1368,AAL,KSTL
2015-05-14 07:00:00,N360PH,3594,UCA,KBWI
2015-05-14 07:12:00,,4650,ASQ,KCRP
2015-05-14 09:30:00,C1704,,USCG,KMCC
2015-05-14 10:00:00,,,MIL,KSPS
2015-05-14 11:25:00,,,MIL,KMAF
2015-05-14 12:00:00,N923WN,,SWA,KSAT
2015-05-14 12:00:00,N503?,1047,AAL,KDFW
2015-05-14 12:00:00,N837VA,720,VRD,KDAL
2015-05-14 12:30:00,N477AA,2263,AAL,KCMH
2015-05-14 12:40:00,N351AG,136,SIL,KIAD
2015-05-14 14:00:00,N5773S,,BUS,26N
2015-05-14 14:40:00,N492WN,762,SWA,KMDW
2015-05-14 14:54:00,N6420V,,BUS,KLIT
2015-05-14 15:00:00,N11QF,,BUS,
2015-05-14 17:10:00,C-FSKM,7320,GGN,KMCI
2015-05-14 18:15:00,N587FE,768,FDX,KTPA
2015-05-14 18:30:00,N508BH,,GOV,KFUL
2015-05-14 18:50:00,N17VA,,BUS,KAPC
2015-05-14 19:00:00,N506CA,2771,SKW,KSBA
2015-05-14 21:10:00,N752AX,921,ABX,KHRL
2015-05-14 21:18:00,N859RW,5150,TCF,KEWR
2015-05-14 21:45:00,N414ZW,4055,AWI,KPHL
2015-05-14 22:15:00,,,MIL,KYNG
2015-05-14 22:25:00,N278UP,771,UPS,KIAH
2015-05-14 22:27:00,N965NN,2257,AAL,KSNA
2015-05-14 22:55:00,N988CA,,SKW,KBJI
2015-05-14 23:20:00,N672FE,1105,FDX,KAFW
2015-05-14 23:45:00,N622VA,1178,VRD,KEWR
2015-05-15 00:00:00,,,,KDFW
2015-05-15 00:00:00,,,,KOJC
2015-05-15 00:00:00,,,,KDFW
2015-05-15 00:00:00,N1097Y,,BUS,KPDK
2015-05-15 00:00:00,,508,DAL,KATL
2015-05-15 00:00:00,,,,KMFE
2015-05-15 00:00:00,,,,KEVV
2015-05-15 00:00:00,,,,KILM
2015-05-15 00:00:00,,,,KHSV
2015-05-15 00:00:00,N442YX,,RPA,KDCA
2015-05-15 00:02:00,N350UP,1219,UPS,KSDF
2015-05-15 00:02:00,N385FE,1611,FDX,KIND
2015-05-15 00:10:00,N989FD,1932,FDX,KEWR
2015-05-15 00:10:00,N922EM,83749,BUS,
2015-05-15 00:52:00,N921US,1704,AAL,KBDL
2015-05-15 01:38:00,N556AM,77058,BUS,
2015-05-15 02:00:00,N655FE,1813,FDX,KMEM
2015-05-15 03:00:00,N389FE,1471,FDX,KMEM
2015-05-15 04:24:00,N920FR,620,FFT,KDTW
2015-05-15 06:10:00,N66841,1560,UAL,KORD
2015-05-15 09:10:00,N710SY,,SCX,KMSP
2015-05-15 10:25:00,,,MIL,KPIT
2015-05-15 11:35:00,N8200E,,BUS,KCMH
2015-05-15 14:55:00,N430AW,3839,AWI,KPHL
2015-05-15 15:00:00,N325NB,3125,DAL,KMCI
2015-05-15 15:18:00,N604AW,510,AAL,KSMF
2015-05-15 16:07:00,,,MIL,KSPS
2015-05-15 16:12:00,N445QX,630,QXE,KPDX
2015-05-15 16:52:00,N5886M,,BUS,KLAN
2015-05-15 18:54:00,,974,DAL,KDTW
2015-05-15 19:20:00,N566AA,1535,AAL,KMCI
2015-05-15 20:10:00,,940,BUS,KIND
2015-05-15 20:20:00,,3,SWA,KPHX
2015-05-15 20:30:00,,973,DAL,KJFK
2015-05-15 21:09:00,N573RP,,CHQ,KJFK
2015-05-15 21:14:00,N166UP,9302,UPS,KRFD
2015-05-15 21:30:00,N13248,,UAL,KIAD
2015-05-15 21:54:00,N621SW,2245,SWA,KRDU
2015-05-15 22:00:00,N927LR,5721,ASH,KDFW
2015-05-15 22:16:00,N339JB,1473,JBU,KJFK
2015-05-15 22:20:00,N216FR,1245,FFT,KORD
2015-05-15 23:00:00,N345SW,533,SWA,KCRP
2015-05-15 23:15:00,N951FD,1349,FDX,KMEM
2015-05-15 23:20:00,,8206?,UAL,KIAH
2015-05-15 23:30:00,N8641B,880,SWA,KCMH
2015-05-15 23:59:00,N427UP,1307,UPS,KPHL
2015-05-15 23:59:00,N8649A,537,SWA,KBWI
2015-05-16 00:00:00,,,,KDFW
2015-05-16 00:00:00,,4804,PDT,KCHO
2015-05-16 00:00:00,,3982,ASH,KIAD
2015-05-16 00:00:00,,120,EIN,KMCO
2015-05-16 00:00:00,,115,NKS,KDEN
2015-05-16 00:00:00,,,,KTPA
2015-05-16 00:00:00,,,,KORD
2015-05-16 00:00:00,,,,KONT
2015-05-16 00:00:00,,,,KIAH
2015-05-16 00:00:00,,,,KMFE
2015-05-16 00:00:00,,,,KMDW
2015-05-16 00:00:00,,,,KLNK
2015-05-16 00:00:00,N615AE,3299,ENY,KROC
2015-05-16 00:00:00,,,,KHVN
2015-05-16 00:00:00,,,,KGNV
2015-05-16 00:00:00,,,,KEAT
2015-05-16 00:00:00,,,,KMKE
2015-05-16 00:22:00,N571UW,1854,AAL,KRDU
2015-05-16 00:50:00,N972AE,,PHM,KIWA
2015-05-16 02:10:00,N24212,1266,UAL,KEWR
2015-05-16 05:13:00,N863FD,8,FDX,KMEM
2015-05-16 08:13:00,,4517,RPA,KCLT
2015-05-16 09:45:00,N324NB,2468,DAL,KSLC
2015-05-16 10:40:00,N486DA,419,BUS,KSFB
2015-05-16 10:55:00,N2825B,,BUS,KCEF
2015-05-16 11:28:00,,444,DAL,KSLC
2015-05-16 17:00:00,N481HA,179,HAL,PHTO
2015-05-16 18:10:00,N566UW,654,AAL,KJFK
2015-05-16 20:57:00,N13716,1705,UAL,KMDT
2015-05-16 21:30:00,N151UW,1897,AAL,KCLT
2015-05-16 22:00:00,N8577R,,PVT,KUUV
2015-05-16 22:33:00,N846VA,357,VRD,KSFO
2015-05-16 23:59:00,,1115,SWA,KBUF
2015-05-16 23:59:00,N990DL,,DAL,KAVL
2015-05-17 00:00:00,,,,KORD
2015-05-17 00:00:00,,5263,ASQ,KATL
2015-05-17 00:00:00,,,,KCRP
2015-05-17 00:00:00,,,,KDEN
2015-05-17 00:00:00,,,,KDEN
2015-05-17 00:00:00,,,,PGUM
2015-05-17 00:00:00,,,,KORD
2015-05-17 00:00:00,,220,AAL,KMIA
2015-05-17 00:00:00,,4382,RPA,KSYR
2015-05-17 00:00:00,,,,KMTJ
2015-05-17 00:00:00,,1209,DAL,KGSP
2015-05-17 00:58:00,N102UW,1796,AAL,KPHL
2015-05-17 07:58:00,N572NN,5083,JIA,KCLT
2015-05-17 11:20:00,N7855P?,,BUS,KGCC
2015-05-17 11:23:00,N526JB,1274,JBU,KJFK
2015-05-17 11:57:00,N913SW,5454,SKW,KSMF
2015-05-17 12:00:00,,,SKW,KASE
2015-05-17 12:00:00,N381AN,9644,AAL,KDFW
2015-05-17 14:29:00,N614CD,,BUS,KJYO
2015-05-17 16:12:00,N568NN,5244,JIA,KBNA
2015-05-17 16:15:00,,2533,QXE,KBOI
2015-05-17 18:15:00,,4509,SKW,KBOI
2015-05-17 19:11:00,N504AE,3075,ENY,KSTL
2015-05-17 20:20:00,,3304,ENY,KORD
2015-05-17 20:32:00,N359SW,2162,SWA,KOMA
2015-05-17 21:06:00,N903WN,252,SWA,KSMF
2015-05-17 21:40:00,N793JB,1166,JBU,KSMF
2015-05-17 21:40:00,N765XJ,162936,XOJ,KAPF
2015-05-17 22:40:00,N8614M,293,SWA,KISP
2015-05-17 22:40:00,N775SW,149,SWA,KSJC
2015-05-17 23:00:00,N555AY,433,AAL,KPHL
2015-05-17 23:00:00,N958WN,1986,SWA,KLGA
2015-05-17 23:00:00,N761RR,2051,SWA,KBWI
2015-05-17 23:15:00,N856ND,,BUS,
2015-05-17 23:16:00,N578UW,1881,AAL,KPHX
2015-05-17 23:50:00,N8671E,596,SWA,KBDL
2015-05-18 00:00:00,,,,KMSY
2015-05-18 00:00:00,,,,KSMF
2015-05-18 00:00:00,,,SWA,KCRP
2015-05-18 00:00:00,N340DP,,BUS,KVRB
2015-05-18 00:00:00,,,,KGNV
2015-05-18 00:00:00,,,,KDEN
2015-05-18 00:00:00,,,,KCRP
2015-05-18 00:00:00,,,,KCMH
2015-05-18 00:00:00,,,,KATL
2015-05-18 00:00:00,,,,KAPA
2015-05-18 00:00:00,N951UW,795,AAL,KIAH
2015-05-18 00:00:00,,1167,UAL,KSEA
2015-05-18 00:00:00,,,,KDTW
2015-05-18 00:00:00,,,,KOMA
2015-05-18 06:40:00,N15912,4740,ASQ,KGRB
2015-05-18 07:40:00,N688AA,270,AAL,PHNL
2015-05-18 09:30:00,N187JB,1031,JBU,KHOU
2015-05-18 09:50:00,N386DA,2624,DAL,KSLC
2015-05-18 10:15:00,,3322,ENY,KPIA
2015-05-18 10:15:00,N324JB,1165,JBU,KRSW
2015-05-18 12:05:00,N661QS,,BUS,KBFI
2015-05-18 12:29:00,N8617E,757,SWA,KPHL
2015-05-18 12:40:00,N8662F,603,SWA,KMSY
2015-05-18 14:00:00,N260WN,869,SWA,KPHX
2015-05-18 15:35:00,,,MIL,KMCI
2015-05-18 16:15:00,N386AZ,243,HGT,KMHR
2015-05-18 17:00:00,N810SK,4565,SKW,KOKC
2015-05-18 20:08:00,N555AN,1271,AAL,KDFW
2015-05-18 20:46:00,N137UP,593,UPS,KDEN
2015-05-18 20:55:00,N529JB,2589,JBU,KSFO
2015-05-18 21:00:00,N573RP,3410,TCF,KJFK
2015-05-18 21:42:00,N172US,894,AAL,KCLT
2015-05-18 22:40:00,N963AN,2281,AAL,KSJC
2015-05-18 23:45:00,N9025B,,AAL,KMCI
2015-05-18 23:59:00,N876CA,4842,UCA,KALB
2015-05-19 00:00:00,,,,KSBA
2015-05-19 00:00:00,,,,KOKC
2015-05-19 00:00:00,,,,KOKC
2015-05-19 00:00:00,,,,KPHL
2015-05-19 00:00:00,,,,KMFE
2015-05-19 00:00:00,,,,KDTW
2015-05-19 00:00:00,,,,KACY
2015-05-19 00:00:00,,,,KOKC
2015-05-19 00:00:00,,,,KTEB
2015-05-19 00:00:00,,,,PGUM
2015-05-19 00:00:00,,,,KVNY
2015-05-19 00:00:00,,,,KCVG
2015-05-19 00:00:00,,,,KDAL
2015-05-19 00:00:00,,,,KDFW
2015-05-19 00:00:00,,108,QXE,KPSC
2015-05-19 00:00:00,,,,KDFW
2015-05-19 00:00:00,N97NP,,BUS,KDSM
2015-05-19 00:00:00,,,,KABE
2015-05-19 00:00:00,,,,KDFW
2015-05-19 04:50:00,N173UP,1152,UPS,KPIT
2015-05-19 06:30:00,N696AE,3266,ENY,KDFW
2015-05-19 06:33:00,N8656B,578,SWA,KDEN
2015-05-19 06:47:00,N585NW,834,DAL,KATL
2015-05-19 07:20:00,,5266,SKW,KCOS
2015-05-19 08:30:00,N933WN,3209,SWA,KSMF
2015-05-19 09:58:00,,3976,ASH,KOKC
2015-05-19 10:15:00,N221PS,5352,JIA,KEVV
2015-05-19 10:30:00,N58,,GOV,KBZN
2015-05-19 14:05:00,N333NB,1631,DAL,KDTW
2015-05-19 15:30:00,N5788R,,PVT,KGLS
2015-05-19 16:30:00,N15NM,,BUS,KSNS
2015-05-19 17:10:00,N508LX,,RPA,KOMA
2015-05-19 18:40:00,,4672,RPA,KMDT
2015-05-19 19:00:00,N713AS,201,ASA,KSJC
2015-05-19 20:06:00,N726SW,9006,SWA,KSAT
2015-05-19 20:20:00,N807UA,,UAL,KPHX
2015-05-19 20:43:00,N29917,4262,ASQ,KMFE
2015-05-19 20:45:00,,5159,ASQ,KEYW
2015-05-19 21:02:00,N979RP,3507,TCF,KEWR
2015-05-19 21:10:00,C-GJWN,739,ACA,KSFO
2015-05-19 22:29:00,XA-JAV,2922,AIJ,KJFK
2015-05-19 23:55:00,,,MIL,KOKC
2015-05-20 00:00:00,,818,QXE,PAFA
2015-05-20 00:00:00,596,,EJM,KTEB
2015-05-20 00:00:00,,,,KDEN
2015-05-20 00:00:00,,,,KDEN
2015-05-20 00:00:00,,,,KSEA
2015-05-20 00:00:00,,4805,SKW,KCVG
2015-05-20 00:00:00,,,,KBOI
2015-05-20 00:00:00,,,,KOMA
2015-05-20 00:00:00,,,,KBJC
2015-05-20 00:00:00,N1828S,,BUS,KRVS
2015-05-20 00:00:00,,,,KEVV
2015-05-20 00:00:00,,,,KEWR
2015-05-20 00:00:00,,,,KTYS
2015-05-20 00:00:00,,,,KSMF
2015-05-20 00:00:00,,,,KSLC
2015-05-20 00:00:00,,,,KSLC
2015-05-20 00:00:00,,,,KAPA
2015-05-20 00:00:00,,,,KMAF
2015-05-20 00:00:00,,,,KMAF
2015-05-20 00:00:00,,,,PGUM
2015-05-20 00:00:00,,,,KOJC
2015-05-20 00:48:00,N587UW,677,AAL,KLAS
2015-05-20 07:33:00,N797AS,200,ASA,KSJC
2015-05-20 08:30:00,N400LV,,BUS,KPWA
2015-05-20 09:15:00,N89CE,,BUS,KTVL
2015-05-20 09:30:00,,846,FDX,KMEM
2015-05-20 10:30:00,N591UW?,428,AAL,KDEN
2015-05-20 11:52:00,,1864,DAL,KMSP
2015-05-20 12:00:00,N864RW,3503,TCF,KDEN
2015-05-20 15:15:00,,,MIL,KRIV
2015-05-20 15:45:00,N93305,3756,ASH,KIAH
2015-05-20 17:45:00,,4663,ASQ,KOKC
2015-05-20 20:00:00,N452QX,,QXE,KBOI
2015-05-20 20:06:00,,484,BUS,KADS
2015-05-20 20:40:00,N488WN,1122,SWA,KPHX
2015-05-20 21:44:00,N392DA,2532,DAL,KLAX
2015-05-20 22:03:00,N921FR,1250,FFT,KPHL
2015-05-20 23:53:00,XA-VON,971,VOI,KSMF
2015-05-20 23:59:00,N659AW,1717,AAL,KCLT
2015-05-21 00:00:00,,,,KTUL
2015-05-21 00:00:00,N7541A,1685,AAL,KSLC
2015-05-21 00:00:00,,,,PHLI
2015-05-21 00:00:00,,,,KJFK
2015-05-21 00:00:00,,,,KDEN
2015-05-21 00:00:00,N189AN,,AAL,KJFK
2015-05-21 00:00:00,,,,KTVC
2015-05-21 00:00:00,,,,KMKC
2015-05-21 00:00:00,,,,KPDX
2015-05-21 00:00:00,,,,KBFI
2015-05-21 00:00:00,N189AN,,AAL,KJFK
2015-05-21 00:00:00,,,,KDAL
2015-05-21 00:00:00,,,,KDEN
2015-05-21 00:00:00,N889NN,1628,AAL,KSEA
2015-05-21 00:00:00,,5787,ASH,KDFW
2015-05-21 00:00:00,,,,KDEN
2015-05-21 00:00:00,,232,MKU,PHNL
2015-05-21 00:00:00,,,,KDFW
2015-05-21 00:00:00,,,,KDFW
2015-05-21 00:00:00,,531,JBU,KLGB
2015-05-21 00:00:00,,,,KMFE
2015-05-21 00:00:00,,1572,DAL,KATL
2015-05-21 00:00:00,,,,KIAH
2015-05-21 01:45:00,N246LV,2849,SWA,KALB
2015-05-21 02:00:00,N450FE,1322,FDX,KGRR
2015-05-21 05:25:00,N133UP,,UPS,KPDX
2015-05-21 06:39:00,N576FE,435,FDX,KOAK
2015-05-21 07:40:00,N481HA,123,HAL,PHNL
2015-05-21 09:28:00,,1118,AAL,KDFW
2015-05-21 10:27:00,N253PS,5146,JIA,KCRW
2015-05-21 10:30:00,,,MIL,KPIA
2015-05-21 11:24:00,N206JQ,,TCF,KOMA
2015-05-21 12:00:00,,,,KCVG
2015-05-21 12:20:00,,1003,AAL,KIAD
