INCIDENT_DATE,REG,FLT,OPID,AIRPORT_ID
2015-07-29 00:00:00,,,,KCMH
2015-07-29 00:00:00,,,,KCMH
2015-07-29 00:00:00,,,,KBWI
2015-07-29 00:00:00,,934,SWA,KBWI
2015-07-29 00:00:00,,,,KACY
2015-07-29 00:00:00,,,,KMDW
2015-07-29 00:00:00,,,,KJFK
2015-07-29 00:00:00,,,,KILM
2015-07-29 00:00:00,,,,KHSV
2015-07-29 00:00:00,,,,KHOU
2015-07-29 00:00:00,,,,KGNV
2015-07-29 00:00:00,,,,KEVV
2015-07-29 00:00:00,,,,KEAT
2015-07-29 00:00:00,,,,KCRP
2015-07-29 00:00:00,,,,KDTW
2015-07-29 00:00:00,,,,KCRP
2015-07-29 00:00:00,,,,KDEN
2015-07-29 00:00:00,,,,KDEN
2015-07-29 00:00:00,,,,KDTW
2015-07-29 00:00:00,,,,KDTW
2015-07-29 00:00:00,,,,KDTW
2015-07-29 00:00:00,,,,KORD
2015-07-29 00:00:00,,,,KPHL
2015-07-29 00:00:00,,,,KDTW
2015-07-29 00:00:00,,,,PGUM
2015-07-29 00:00:00,,,,KYIP
2015-07-29 00:00:00,,,,KSLC
2015-07-29 00:00:00,,,,KSGF
2015-07-29 00:00:00,,683,ASA,KSEA
2015-07-29 00:00:00,,955,EJA,KCMH
2015-07-29 00:00:00,,,,KOMA
2015-07-29 06:09:00,N6728Y,,BUS,KFOD
2015-07-29 06:10:00,N907NN,1411,AAL,KORD
2015-07-29 06:15:00,N951LR,5705,ASH,KHSV
2015-07-29 07:43:00,,3404?,TCF,KMKE
2015-07-29 07:57:00,N185UW,1965,AAL,KCLT
2015-07-29 08:15:00,N534AE,3512,ENY,KXNA
2015-07-29 08:36:00,,3477,ENY,KCMH
2015-07-29 09:08:00,N955QS,,BUS,KPLN
2015-07-29 09:13:00,N108HQ,4513,RPA,KCLE
2015-07-29 09:21:00,N216WR,4461,SWA,KSMF
2015-07-29 10:30:00,N811UA,656,UAL,KORD
2015-07-29 10:59:00,N405NV,,AAY,KGSO
2015-07-29 11:20:00,N868NN,218,AAL,KLAX
2015-07-29 12:00:00,N694AE,3680,ENY,KDFW
2015-07-29 12:00:00,N38451,1441,UAL,KIAH
2015-07-29 13:00:00,,,MIL,KSMF
2015-07-29 15:00:00,,,MIL,KLNK
2015-07-29 16:31:00,,3377,ENY,KORD
2015-07-29 17:46:00,N1967G,,BUS,KAPA
2015-07-29 18:30:00,N679DA,1236,DAL,KPNS
2015-07-29 18:47:00,N290CA,1175,KAP,KIRK
2015-07-29 18:53:00,N331NB,2059,DAL,KLGA
2015-07-29 19:13:00,N671BP,,BUS,KILM
2015-07-29 19:33:00,N806EX,4851,PDT,KITH
2015-07-29 20:20:00,N613NK,720,NKS,KDEN
2015-07-29 20:40:00,N295WN,819,SWA,KDEN
2015-07-29 22:30:00,N394FE,1373,FDX,KMCO
2015-07-29 22:40:00,N715JB,71,JBU,KSLC
2015-07-30 00:00:00,,,,KEYW
2015-07-30 00:00:00,,,,KEWR
2015-07-30 00:00:00,,,,KDEN
2015-07-30 00:00:00,,,,KMSP
2015-07-30 00:00:00,,,,KHOU
2015-07-30 00:00:00,,2624,ASQ,KLFT
2015-07-30 00:00:00,N211SJ,,BUS,KPWM
2015-07-30 00:00:00,,51,SIL,KPNS
2015-07-30 00:00:00,,3559,ENY,KMHK
2015-07-30 00:00:00,N2173Z,,BUS,KDTN
2015-07-30 00:00:00,,,,KTEB
2015-07-30 00:00:00,,,,KSTJ
2015-07-30 00:00:00,,,,KSLC
2015-07-30 00:00:00,,,,KSLC
2015-07-30 00:00:00,,,,KSJC
2015-07-30 00:00:00,,,,KGFK
2015-07-30 00:00:00,,,,KSGF
2015-07-30 00:00:00,,,,KSAT
2015-07-30 00:00:00,,,,KPDX
2015-07-30 00:00:00,,,,KORD
2015-07-30 00:00:00,,,,KMTN
2015-07-30 00:00:00,,,,KCMH
2015-07-30 00:00:00,,,,KMMU
2015-07-30 00:00:00,,,,KMDT
2015-07-30 00:00:00,,,,KLCK
2015-07-30 00:00:00,,,,KHVN
2015-07-30 00:00:00,,,,KHPN
2015-07-30 00:00:00,,,,KSBA
2015-07-30 00:00:00,,,,KBWI
2015-07-30 00:00:00,,,,KCRP
2015-07-30 00:00:00,,,,KBJC
2015-07-30 00:00:00,,,,KABE
2015-07-30 00:00:00,,,,KOMA
2015-07-30 00:00:00,,,,KMTH
2015-07-30 00:00:00,N1BX,,BUS,KBOS
2015-07-30 00:00:00,,,,KBTR
2015-07-30 00:00:00,N365PH,,UCA,KIAD
2015-07-30 00:00:00,,,,KLNK
2015-07-30 00:00:00,,,,PAFA
2015-07-30 00:04:00,N905WN,,SWA,KCHS
2015-07-30 01:00:00,C-FWRT,ZX7323,GGN,KCVG
2015-07-30 01:00:00,N509NK,330,NKS,KCLE
2015-07-30 01:13:00,N302UP,9744,UPS,KRFD
2015-07-30 01:20:00,N943FD,1281,FDX,KMEM
2015-07-30 02:00:00,N486LF,,BUS,
2015-07-30 03:33:00,N784FD,1193,FDX,KAFW
2015-07-30 04:30:00,,,,KCMH
2015-07-30 06:10:00,N948WN,546,SWA,KHOU
2015-07-30 06:25:00,N631CZ,5841,CPZ,KSMF
2015-07-30 07:25:00,N52FE,,BUS,KRDG
2015-07-30 08:15:00,N804UA,2015,UAL,KIND
2015-07-30 08:20:00,,4847,SKW,KSBN
2015-07-30 08:30:00,N480AA,248,AAL,KBNA
2015-07-30 08:30:00,,6357,SKW,KDAY
2015-07-30 08:42:00,,1917,AAL,KPHL
2015-07-30 09:16:00,N704SW,927,SWA,KHOU
2015-07-30 10:40:00,N621NK,604,NKS,KLGA
2015-07-30 11:00:00,N800NB,,BUS,KADS
2015-07-30 11:00:00,N12114,69,UAL,KEWR
2015-07-30 11:00:00,N424NV,498,AAY,KGRI
2015-07-30 11:11:00,,,SKW,KATW
2015-07-30 11:45:00,,1094,SWA,KHOU
2015-07-30 12:00:00,,5215,ASQ,KBTR
2015-07-30 14:00:00,N698CB,3195,ENY,KORD
2015-07-30 16:00:00,,,MIL,KADW
2015-07-30 16:10:00,,,MIL,KADW
2015-07-30 16:23:00,,,,KMEM
2015-07-30 17:21:00,N44SF,,BUS,KILG
2015-07-30 17:25:00,N220NV,604,AAY,KBMI
2015-07-30 18:40:00,,5283,JIA,KLEX
2015-07-30 19:00:00,,6110,ASQ,KPIA
2015-07-30 19:15:00,,5107,ASQ,KAGS
2015-07-30 20:45:00,N977DT,,PVT,KMAF
2015-07-30 20:50:00,,4286,RPA,KIND
2015-07-30 21:30:00,,,MIL,KSTJ
2015-07-30 22:20:00,N571AA,1492,AAL,KAUS
2015-07-30 22:30:00,N924NN,2244,AAL,KPDX
2015-07-30 23:06:00,N8663A,5366,SWA,KCMH
2015-07-30 23:55:00,N595FE,41,FDX,KMEM
2015-07-31 00:00:00,,355,UAL,KIAH
2015-07-31 00:00:00,N136AN,2255,AAL,KMCO
2015-07-31 00:00:00,,,,KSTJ
2015-07-31 00:00:00,,,,KTPA
2015-07-31 00:00:00,,565,SKW,KDEN
2015-07-31 00:00:00,,,,KSAN
2015-07-31 00:00:00,,,,KJFK
2015-07-31 00:00:00,,,,KPHL
2015-07-31 00:00:00,,,,KACY
2015-07-31 00:00:00,,,,KATL
2015-07-31 00:00:00,,,,KATL
2015-07-31 00:00:00,,,,KPSM
2015-07-31 00:00:00,,,,KBMI
2015-07-31 00:00:00,,,,KDEN
2015-07-31 00:00:00,,,,KDTW
2015-07-31 00:00:00,,,,KDTW
2015-07-31 00:00:00,,,,KDTW
2015-07-31 00:00:00,,,,KDTW
2015-07-31 00:00:00,,,,KFWA
2015-07-31 00:00:00,,,,KGRB
2015-07-31 00:00:00,,1783,DAL,KSLC
2015-07-31 00:00:00,,,,KMGJ
2015-07-31 00:00:00,,,,KORD
2015-07-31 00:00:00,,,,KMHK
2015-07-31 00:00:00,,,,KHGR
2015-07-31 00:00:00,,,,KHOU
2015-07-31 00:30:00,N126UP,797,UPS,KSDF
2015-07-31 00:35:00,N947DL,2341,DAL,KOMA
2015-07-31 02:00:00,N365PH,5019,UCA,KIAD
2015-07-31 02:15:00,,1650,FDX,KIND
2015-07-31 02:45:00,N27733,1057,UAL,KOMA
2015-07-31 06:30:00,N703SW,622,SWA,KAUS
2015-07-31 06:42:00,N37465,1537,UAL,KRSW
2015-07-31 06:42:00,N510AF,,BUS,KCSG
2015-07-31 07:13:00,N814DN,2090,DAL,KPDX
2015-07-31 07:20:00,N500EW,,BUS,KAGS
2015-07-31 07:52:00,N374CA,6287,GJS,KLGA
2015-07-31 08:10:00,,4882,ASQ,KAGS
2015-07-31 08:32:00,N4146R,,GOV,KCMI
2015-07-31 08:39:00,N573QS,573,BUS,KTEB
2015-07-31 08:45:00,N460AW,4018,AWI,KPVD
2015-07-31 09:30:00,N425LV,779,SWA,KBWI
2015-07-31 09:30:00,N9SC,,BUS,KPTK
2015-07-31 10:00:00,,4597,RPA,KMEM
2015-07-31 10:25:00,N690CA,6184,GJS,KLGA
2015-07-31 10:30:00,N139JP,,BUS,
2015-07-31 10:59:00,N796AS,62,ASA,PASI
2015-07-31 12:20:00,N645JB,677,JBU,KJAX
2015-07-31 12:48:00,N652BR,4454,SKW,KSLC
2015-07-31 16:30:00,N559X,,BUS,KTEB
2015-07-31 17:00:00,N334TS,,BUS,KPVU
2015-07-31 17:00:00,N356UP,,UPS,KMHR
2015-07-31 17:00:00,N936WN,1069,SWA,KDEN
2015-07-31 17:50:00,N781EA,1826,KAP,
2015-07-31 17:56:00,N9008U,1221,AAL,KAUS
2015-07-31 19:35:00,,4489,SKW,KOMA
2015-07-31 20:00:00,N12166,6034,ASQ,KORD
2015-07-31 21:18:00,N317ML,,BUS,KGON
2015-07-31 21:43:00,N115HQ,4675,RPA,KALB
2015-07-31 22:24:00,,944,SAS,KORD
2015-07-31 22:25:00,N289CT,4904,SWA,KHOU
2015-07-31 22:30:00,N748FD,1246,FDX,KMEM
2015-07-31 22:50:00,N617AE,3539,ENY,KCMI
2015-07-31 23:00:00,N603HH,,BUS,KTTD
2015-08-01 00:00:00,,,,KEWR
2015-08-01 00:00:00,,,,KEWR
2015-08-01 00:00:00,,,,KHOU
2015-08-01 00:00:00,,,,KLAN
2015-08-01 00:00:00,,,,KLAX
2015-08-01 00:00:00,,,,KLGA
2015-08-01 00:00:00,,,,KMDW
2015-08-01 00:00:00,,,,KMGJ
2015-08-01 00:00:00,,,,KMSP
2015-08-01 00:00:00,,,,KMSP
2015-08-01 00:00:00,,,,KPWM
2015-08-01 00:00:00,,,,KTEB
2015-08-01 00:00:00,,,,U42
2015-08-01 00:00:00,,275,DAL,KMCO
2015-08-01 00:00:00,,,,KJFK
2015-08-01 00:00:00,,,,KDTW
2015-08-01 00:00:00,,,,KBED
2015-08-01 00:00:00,,,,KCLT
2015-08-01 00:00:00,,4510,RPA,KMDT
2015-08-01 00:00:00,,3430,ENY,KXNA
2015-08-01 00:00:00,N843,7691,JZA,KBOS
2015-08-01 00:00:00,,7325,BUS,KCVG
2015-08-01 00:00:00,,,,KDEN
2015-08-01 06:20:00,,4579,ASQ,KECP
2015-08-01 06:35:00,N127UW,1832,AAL,KBNA
2015-08-01 06:58:00,,5913,ASQ,KSAV
2015-08-01 08:10:00,N4514N,,BUS,3W2
2015-08-01 08:32:00,N4146R,46R,GOV,KCMI
2015-08-01 09:45:00,,3417,TRS,KORD
2015-08-01 09:52:00,N912SW,6230,SKW,KBIL
2015-08-01 09:55:00,N119NN,2404,AAL,KDFW
2015-08-01 11:00:00,,6171,ASQ,KORD
2015-08-01 13:30:00,N302LE,,PHM,
2015-08-01 13:30:00,N962TW,2214,AAL,KDFW
2015-08-01 13:40:00,N690AE,3598,ENY,KEVV
2015-08-01 13:42:00,N719FD,629,FDX,KLBB
2015-08-01 15:50:00,N7702A,1503,SWA,KLAX
2015-08-01 16:15:00,N351NB,2176,DAL,KBNA
2015-08-01 18:08:00,N806JB,1822,JBU,KLGB
2015-08-01 18:20:00,N446AW,3767,AWI,KPHL
2015-08-01 19:00:00,N972NN,2183,AAL,KIAH
2015-08-01 19:30:00,G-VIIE,66V,BAW,KPHL
2015-08-01 19:42:00,N374PH,5021,UCA,KORF
2015-08-01 20:15:00,N2244X,,PVT,KILG
2015-08-01 21:25:00,N427NV,639,AAY,KSFB
2015-08-01 21:52:00,N551UW,1954,AAL,KLGA
2015-08-01 22:45:00,N241LR,5758,ASH,KCRP
2015-08-01 23:25:00,,1903,SWA,KMDW
2015-08-01 23:28:00,,2073,SWA,KCAK
2015-08-02 00:00:00,,,,KABR
2015-08-02 00:00:00,,,,KBTR
2015-08-02 00:00:00,,,,KCMI
2015-08-02 00:00:00,,,,KCVG
2015-08-02 00:00:00,,,,KDAL
2015-08-02 00:00:00,,,,KLGA
2015-08-02 00:00:00,,,,KEWR
2015-08-02 00:00:00,,,,KDEN
2015-08-02 00:00:00,,1356,DAL,KSAT
2015-08-02 00:00:00,,,,KLGA
2015-08-02 00:00:00,,,,KBWI
2015-08-02 00:00:00,,,,PAFA
2015-08-02 00:00:00,,,,KTPA
2015-08-02 00:00:00,,,,KCLT
2015-08-02 00:00:00,,,,KSMF
2015-08-02 00:00:00,,,,KMCI
2015-08-02 00:00:00,,,,KPHL
2015-08-02 00:00:00,,,,KBWI
2015-08-02 00:00:00,,384,DAL,KATL
2015-08-02 00:00:00,,,,KSLC
2015-08-02 00:00:00,N24752,,BUS,KTMB
2015-08-02 00:00:00,,2125,DAL,KBWI
2015-08-02 00:00:00,,,,X59
2015-08-02 00:00:00,N608CW,,BUS,KGTR
2015-08-02 00:00:00,,,,KSEA
2015-08-02 00:00:00,N431ET,,BUS,KPDK
2015-08-02 08:00:00,N805AW,1784,AAL,KCLT
2015-08-02 08:15:00,N160SB,4050,BUS,KMMU
2015-08-02 09:00:00,,905,JBU,KORD
2015-08-02 09:35:00,N455SC,,BUS,KTRI
2015-08-02 09:40:00,N136HQ,4589,RPA,KPHL
2015-08-02 10:35:00,N18112,24,UAL,KEWR
2015-08-02 11:00:00,,5317,SKW,KMKG
2015-08-02 11:00:00,N473FX,473,,KPHL
2015-08-02 11:50:00,N401NV,670,AAY,KSFB
2015-08-02 12:45:00,N826AE,3602,ENY,KORD
2015-08-02 13:20:00,N601WN,2485,SWA,KBWI
2015-08-02 14:00:00,N613NK,1064,NKS,KCLE
2015-08-02 14:00:00,N823AS,4648,SKW,KSLC
2015-08-02 14:42:00,N915SW,759S,SKW,KEAU
2015-08-02 15:25:00,,,PVT,KTUL
2015-08-02 15:29:00,N915EV,4607,SKW,KCOS
2015-08-02 16:00:00,N982AT,,DAL,KSAV
2015-08-02 16:56:00,N813AW,1980,AAL,KPHL
2015-08-02 17:00:00,N561UW,671,AAL,KATL
2015-08-02 17:45:00,,,BUS,KPVU
2015-08-02 18:00:00,N37409,1784,UAL,KORD
2015-08-02 18:22:00,,1916,AAL,KDTW
2015-08-02 19:13:00,,426,UAL,KORD
2015-08-02 20:00:00,N89308,3790,ASH,KPIT
2015-08-02 20:30:00,N8318F,5366,SWA,KBWI
2015-08-02 23:45:00,N8605E,2280,SWA,KMHT
2015-08-02 23:59:00,N192US,,BUS,KYIP
2015-08-03 00:00:00,,1983,DAL,KSAV
2015-08-03 00:00:00,,,,KSBN
2015-08-03 00:00:00,,,,KSGF
2015-08-03 00:00:00,,,,KTEB
2015-08-03 00:00:00,,,,KBWI
2015-08-03 00:00:00,,,,KWYS
2015-08-03 00:00:00,,,,KBWI
2015-08-03 00:00:00,,,SCX,KMCO
2015-08-03 00:00:00,,5207,JIA,KCHS
2015-08-03 00:00:00,,5703,CPZ,KMCI
2015-08-03 00:00:00,,3803,AWI,KGSP
2015-08-03 00:00:00,,,,KDTW
2015-08-03 00:00:00,,,,KROC
2015-08-03 00:00:00,N999RK,,BUS,KCXO
2015-08-03 00:00:00,,477,AAL,KIAH
2015-08-03 00:00:00,,,,KMDH
2015-08-03 00:00:00,,,,KOJC
2015-08-03 00:00:00,,,,KCVG
2015-08-03 00:00:00,,,,KBKL
2015-08-03 00:00:00,,,,KBDL
2015-08-03 00:00:00,,,,KAGS
2015-08-03 00:00:00,,,,KACY
2015-08-03 00:00:00,,,,KBWI
2015-08-03 00:00:00,,,,KMKE
2015-08-03 00:00:00,,,,KMFR
2015-08-03 00:00:00,,,,KBWI
2015-08-03 00:00:00,,,,KORD
2015-08-03 00:00:00,,,,KEVV
2015-08-03 00:00:00,,,,KFLL
2015-08-03 00:00:00,,,,KGFK
2015-08-03 00:00:00,,,,KBWI
2015-08-03 00:00:00,,4741,PDT,KMDT
2015-08-03 06:45:00,N8329B,1084,SWA,KDEN
2015-08-03 06:50:00,N365PH,3595,UCA,KROC
2015-08-03 07:07:00,N604SW,732,SWA,KMCI
2015-08-03 07:44:00,N125HQ,4644,RPA,KLGA
2015-08-03 07:45:00,N727LT,,BUS,KADS
2015-08-03 08:00:00,N94268,,BUS,KRVS
2015-08-03 08:02:00,N519US,1122,DAL,KMSP
2015-08-03 08:05:00,,5130,JIA,KSAV
2015-08-03 09:20:00,N697AB,3190,ENY,KHSV
2015-08-03 10:00:00,,,MIL,KPIT
2015-08-03 10:30:00,,24,SWA,KCRP
2015-08-03 11:00:00,N922WN,6262,SWA,KELP
2015-08-03 11:13:00,N962WN,569,SWA,KMDW
2015-08-03 11:40:00,N835TB,,BUS,KEVV
2015-08-03 11:53:00,N898AS,4892,ASQ,KUNV
2015-08-03 12:00:00,N203JB,,JBU,KPHL
2015-08-03 12:30:00,N89304,3775,ASH,KAUS
2015-08-03 12:30:00,N167UD,,BUS,KPWK
2015-08-03 13:04:00,,3260,ENY,KCMH
2015-08-03 13:15:00,N940WN,4160,SWA,KDEN
2015-08-03 13:20:00,,4166?,SWA,KDEN
2015-08-03 14:56:00,N406XJ,267,PEN,KPBG
2015-08-03 15:55:00,N329PQ,,FLG,KSAV
2015-08-03 16:15:00,,5413,SKW,KORD
2015-08-03 16:15:00,N14562,4190,ASQ,KIAH
2015-08-03 16:32:00,,,MIL,KMAF
2015-08-03 16:58:00,N351JB,,JBU,TJSJ
2015-08-03 17:45:00,N933WN,1321,SWA,KMDW
2015-08-03 18:15:00,N587JB,37,JBU,KJFK
2015-08-03 19:05:00,N410XJ,265,PEN,KPBG
2015-08-03 19:34:00,N323NB,2596,DAL,KATL
2015-08-03 20:55:00,N853NN,2482,AAL,KAUS
2015-08-03 22:14:00,N954DL,1376,DAL,KOMA
2015-08-03 23:10:00,N426FE,1121,FDX,KAFW
2015-08-03 23:45:00,,4641,RPA,KBTV
2015-08-04 00:00:00,,,,KRAP
2015-08-04 00:00:00,,,,KPDX
2015-08-04 00:00:00,,,,KORD
2015-08-04 00:00:00,,,,KSLC
2015-08-04 00:00:00,,,,KCMH
2015-08-04 00:00:00,,,,KORD
2015-08-04 00:00:00,,,,KDFW
2015-08-04 00:00:00,,,,KCVG
2015-08-04 00:00:00,,,,KDEN
2015-08-04 00:00:00,,,,KRST
2015-08-04 00:00:00,,,,KPIT
2015-08-04 00:00:00,,,,KYKM
2015-08-04 00:00:00,,,,KSAN
2015-08-04 00:00:00,,,,KASE
2015-08-04 00:00:00,,,,KCRP
2015-08-04 00:00:00,,,,KPIT
2015-08-04 00:00:00,,,,KMMU
2015-08-04 00:00:00,,,,KMSP
2015-08-04 00:00:00,,,,KGFK
2015-08-04 00:00:00,,,,KDTW
2015-08-04 00:00:00,,,,KDTW
2015-08-04 00:00:00,,,,KDFW
2015-08-04 00:00:00,,,,KRAP
2015-08-04 00:00:00,N999VX,,BUS,KMYF
2015-08-04 00:00:00,,1381,DAL,KHSV
2015-08-04 00:00:00,,,,KHEF
2015-08-04 00:00:00,,,,KIWA
2015-08-04 00:00:00,,,,KJFK
2015-08-04 00:00:00,,,,KLAN
2015-08-04 00:00:00,,,,KMFE
2015-08-04 00:00:00,,833,SWA,KCHS
2015-08-04 00:00:00,N4768E,,BUS,KTUS
2015-08-04 00:20:00,N164UP,613,UPS,KSDF
2015-08-04 01:00:00,N635VA,166,VRD,KEWR
2015-08-04 01:30:00,N211WN,,SWA,KTUL
2015-08-04 01:40:00,N761P,,PHM,
2015-08-04 02:10:00,N382PH,,PHM,
2015-08-04 06:40:00,N586UW,658,AAL,KCLT
2015-08-04 08:00:00,N575AG,,BUS,KMVY
2015-08-04 08:43:00,N628NK,311,NKS,KACY
2015-08-04 08:45:00,,27,BUS,KCRE
2015-08-04 08:45:00,N26156,352,KAP,KHYA
2015-08-04 08:53:00,N33182,6142,ASQ,KCHS
2015-08-04 09:01:00,N809NN,1399,AAL,KDFW
2015-08-04 09:30:00,N922EV,5171,ASQ,KTRI
2015-08-04 09:35:00,N283UP,2557,UPS,KSDF
2015-08-04 09:55:00,N498AS,,BUS,KBKL
2015-08-04 09:56:00,,,MIL,KADW
2015-08-04 10:25:00,N195WQ,3884,RPA,KPIT
2015-08-04 11:00:00,N971DL,1720,DAL,KMSN
2015-08-04 11:05:00,N250PS,5041,JIA,KEVV
2015-08-04 11:10:00,,4492,ASQ,KUNV
2015-08-04 11:11:00,N860AS,4892,ASQ,KUNV
2015-08-04 11:53:00,N9409F,196,AAL,KOMA
2015-08-04 12:00:00,N991DB,,BUS,KVNY
2015-08-04 12:00:00,N510MJ,3783,ASQ,KCLE
2015-08-04 12:45:00,N715SY,266,SCX,KLAN
2015-08-04 13:20:00,N9622A,2224,AAL,KORD
2015-08-04 13:35:00,,5493,SKW,KXNA
2015-08-04 14:45:00,,,MIL,KADW
2015-08-04 14:50:00,,5128,TCF,KFSD
2015-08-04 15:20:00,N514AE,3451,ENY,KCID
2015-08-04 17:50:00,,5159,JIA,KILM
2015-08-04 18:00:00,N902NV,,AAY,KSGF
2015-08-04 21:13:00,N105HN,,BUS,
2015-08-04 21:15:00,N466F,,BUS,KGDB
2015-08-04 21:22:00,N320UP,491,UPS,KFSD
2015-08-04 21:30:00,N756SA,2579,SWA,KDEN
2015-08-04 23:00:00,N499AA,2276,AAL,KIND
2015-08-04 23:06:00,N389SW,598,SWA,KOKC
2015-08-04 23:40:00,N947FD,1673,FDX,KIND
2015-08-05 00:00:00,N8649A,2148,SWA,KMCO
2015-08-05 00:00:00,,,,KBWI
2015-08-05 00:00:00,,,,KOKC
2015-08-05 00:00:00,,,,KSTJ
2015-08-05 00:00:00,,,,KCVG
2015-08-05 00:00:00,N946TS,,BUS,KSUN
2015-08-05 00:00:00,,3132,ENY,KCID
2015-08-05 00:00:00,N914SW,,BUS,KCNO
2015-08-05 00:00:00,,527,BUS,KCXY
2015-08-05 00:00:00,,3497,TCF,KCID
2015-08-05 00:00:00,,,,KORD
2015-08-05 00:00:00,,342,SKW,KAUS
2015-08-05 00:00:00,,,,KMMU
2015-08-05 00:00:00,,,,KDEN
2015-08-05 00:00:00,,,,KIND
2015-08-05 00:00:00,,,,KBWI
2015-08-05 00:00:00,,,,KRAP
2015-08-05 00:00:00,,,,KBWI
2015-08-05 00:00:00,,,,KLSE
2015-08-05 00:00:00,,,,KGRR
2015-08-05 00:00:00,,,,KGRI
2015-08-05 00:00:00,,,,KGRI
2015-08-05 00:00:00,,,,KGRI
2015-08-05 00:00:00,,,,KGPT
2015-08-05 00:00:00,,,,KEWR
2015-08-05 00:00:00,,,,KDTW
2015-08-05 00:00:00,,,,KDTW
2015-08-05 00:00:00,,,,KBKL
2015-08-05 00:00:00,,,,KAVL
2015-08-05 00:00:00,,,,KACY
2015-08-05 00:00:00,,,,KHOU
2015-08-05 00:00:00,,2148,SWA,KMCO
2015-08-05 01:41:00,,,,KAZO
2015-08-05 04:42:00,N561JB,998,JBU,KSEA
2015-08-05 07:20:00,N379CA,6268,GJS,KBNA
2015-08-05 08:17:00,,4121,BUS,KTZR
2015-08-05 08:43:00,N505AE,3454,ENY,KXNA
2015-08-05 08:55:00,,5505,SKW,KDEN
2015-08-05 10:00:00,N801AY,3564,FLG,KAZO
2015-08-05 10:30:00,,,AAL,KDAY
2015-08-05 12:14:00,,2317,DAL,KDTW
2015-08-05 14:13:00,N457JD,,BUS,
2015-08-05 14:25:00,N800SK,4640,SKW,KSLC
2015-08-05 14:30:00,N354NW,925,DAL,KSLC
2015-08-05 14:52:00,,,MIL,KVPS
2015-08-05 15:45:00,N225WN,2674,SWA,KMDW
2015-08-05 16:18:00,,,MIL,KAAF
2015-08-05 16:42:00,N953SW,4550,SKW,KBIS
2015-08-05 17:40:00,N663AR,3090,ENY,KCMI
2015-08-05 17:45:00,N748SK,6271,SKW,KDEN
2015-08-05 19:16:00,,1649,UAL,KORD
2015-08-05 19:17:00,N363PH,3592,UCA,KROC
2015-08-05 20:47:00,N938FD,1673,FDX,KFNT
2015-08-05 20:50:00,N976SW,6486,SKW,KMSO
2015-08-05 21:20:00,,,MIL,KACY
2015-08-05 21:45:00,N13978,6100,ASQ,KPIA
2015-08-05 22:30:00,N7100C,,BUS,KICT
2015-08-05 22:50:00,N670AE,3105,ENY,KDRO
2015-08-05 23:00:00,N729JB,,JBU,KSLC
2015-08-05 23:10:00,N505JB,1677,JBU,KJAX
2015-08-05 23:40:00,N8620H,1632,SWA,KDEN
2015-08-06 00:00:00,,,,KMDW
2015-08-06 00:00:00,,,,KLAX
2015-08-06 00:00:00,,,,KMMU
2015-08-06 00:00:00,,,,KMDT
2015-08-06 00:00:00,,,,KMMU
2015-08-06 00:00:00,,,,KACY
2015-08-06 00:00:00,,,,KDFW
2015-08-06 00:00:00,,,,KTVC
2015-08-06 00:00:00,,,,KLAN
2015-08-06 00:00:00,,,,KJFK
2015-08-06 00:00:00,,,,KILG
2015-08-06 00:00:00,,,,KGRR
2015-08-06 00:00:00,,,,KACY
2015-08-06 00:00:00,,,,KLGA
2015-08-06 00:00:00,,,,KGRR
2015-08-06 00:00:00,,,,KFTW
2015-08-06 00:00:00,,,,KBIS
2015-08-06 00:00:00,,,,KBJC
2015-08-06 00:00:00,,,,KCRP
2015-08-06 00:00:00,,,,KFOE
2015-08-06 00:00:00,,,,KDRO
2015-08-06 00:00:00,,,,PHOG
2015-08-06 00:00:00,,,,KLGB
2015-08-06 00:00:00,,,,KDTW
2015-08-06 00:00:00,,,,KDFW
2015-08-06 00:00:00,,,,KOKC
2015-08-06 00:00:00,,,,KOKC
2015-08-06 00:00:00,,,,KORD
2015-08-06 00:00:00,,,,KDEN
2015-08-06 00:00:00,,,,KORD
2015-08-06 00:00:00,,,,KPWM
2015-08-06 00:00:00,,,,KSGF
2015-08-06 00:00:00,,,,KSTP
2015-08-06 00:00:00,,,,KDFW
2015-08-06 00:00:00,,,,KMDT
2015-08-06 00:00:00,,,,KLGA
2015-08-06 00:00:00,,,,KDTW
2015-08-06 00:00:00,,,,KDEN
2015-08-06 00:00:00,,,,KMSP
2015-08-06 00:00:00,,,MIL,KMWH
2015-08-06 00:00:00,N94112,,BUS,KRVS
2015-08-06 00:00:00,,,,KMSP
2015-08-06 00:00:00,N525TK,,BUS,KMQY
2015-08-06 00:00:00,,2642,ASQ,KCID
2015-08-06 00:00:00,,1390,DAL,KTRI
2015-08-06 00:00:00,,4734,ASQ,KTYS
2015-08-06 00:00:00,N9984B,,BUS,KRVS
2015-08-06 00:00:00,N283JB,482,JBU,KRSW
2015-08-06 00:00:00,,3034,SWA,KBNA
2015-08-06 06:12:00,N208JQ,,TCF,KBOS
2015-08-06 06:46:00,N73278,1029,UAL,KIAH
2015-08-06 07:15:00,N383FE,1411,FDX,KMEM
2015-08-06 07:20:00,N914FD,1500,FDX,KMEM
2015-08-06 07:30:00,N94878,,BUS,KRVS
2015-08-06 07:36:00,N923FX,100,CFS,KAFW
2015-08-06 08:33:00,N900AE,3513,ENY,KGRR
2015-08-06 08:40:00,,3788,AWI,KGSO
